peak_id|peak_name|alt_names|height|location|approximate_coordinates|longitude|latitude|dms_longitude|dms_latitude|coordinate_notes|himal
THUL|Thulagi|Mansiri Himal,Thulagi Peak|7059|Manaslu Himal (SW of Manaslu)|Y|84.5227778|28.5277778|84° 31′ 22.00000″ E|28° 31′ 40.00000″ N|MoTCA: (28° 31′ 40.00000″ N, 84° 31′ 22.00000″ E)|MANASLU
JOMS|Jomsom Himal|Jomsang Himal|6335|Damodar Himal (WNW of Amotsang Himal)|Y|84.1558333|28.8408333|84° 09′ 21.00000″ E|28° 50′ 27.00000″ N|MoTCA: (28° 50′ 27.00000″ N, 84° 09′ 21.00000″ E)|DAMODAR
BAMO|Bamongo||6406|Rolwaling Himal (E of Chekigo on Tibetan border)|Y|86.4352778|27.9086111|86° 26′ 07.00000″ E|27° 54′ 31.00000″ N|MoTCA: (27° 54′ 31.00000″ N, 86° 26′ 07.00000″ E)|ROLWALING
CHAW|Chaw Peak|Chaw East|6404|Ohmi Kangri Himal (WNW of Ohmi Kangri on Tibetan border)|Y|87.9441667|27.9097222|87° 56′ 39.00000″ E|27° 54′ 35.00000″ N|MoTCA: (27° 54′ 35.00000″ N, 87° 56′ 39.00000″ E)|JANAK
DING|Dingjung North|Rima Mancho,Kangkuru|6249|Rolwaling Himal (S of Pangbuk Ri on Tibetan border)|Y|86.5169444|27.9877778|86° 31′ 01.00000″ E|27° 59′ 16.00000″ N|MoTCA: (27° 59′ 16.00000″ N, 86° 31′ 01.00000″ E)|ROLWALING
KNAG|Kang Nagchugo|Khang Nagchugo|6737|Rolwaling Himal (E of Chekigo on Tibetan border)|Y|86.4447222|27.9061111|86° 26′ 41.00000″ E|27° 54′ 22.00000″ N|MoTCA: (27° 54′ 22.00000″ N, 86° 26′ 41.00000″ E)|ROLWALING
KBON|Konabon|Konabon Peak,Kambon,Kambong Peak|6570|Dhaulagiri Himal (SE of Gurja Himal)|N|83.3048561|28.6599965|83° 18′ 17.48196″ E|28° 39′ 35.98740″ N|"OSM: (28° 39′ 35.98740″ N, 83° 18′ 17.48196″ E)
MoTCA: (28° 39′ 34.00000″ N, 83° 18′ 29.00000″ E)"|DHAULAGIRI
KHAM|Khamjung|Khamjungar,Khumjung,Khumjungar|6759|Damodar Himal (W of Saribung and Bhrikuti)|N|84.1268825|28.8889917|84° 07′ 36.77700″ E|28° 53′ 20.37012″ N|"OSM: (28° 53′ 20.37012″ N, 84° 07′ 36.77700″ E)
MoTCA: (28° 53′ 20.00000″ N, 84° 07′ 45.00000″ E)"|DAMODAR
KYR1|Kyungka Ri 1|Kyungya Ri 1|6599|Langtang Himal (NE of Shalbachum near Tibetan border)|Y|85.6705556|28.2963889|85° 40′ 14.00000″ E|28° 17′ 47.00000″ N|MoTCA: (28° 17′ 47.00000″ N, 85° 40′ 14.00000″ E)|LANGTANG
KYR2|Kyungka Ri 2|Kyungya Ri 2|6506|Langtang Himal (NE of Shalbachum on Tibetan border)|Y|85.6647222|28.3033333|85° 39′ 53.00000″ E|28° 18′ 12.00000″ N|MoTCA: (28° 18′ 12.00000″ N, 85° 39′ 53.00000″ E)|LANGTANG
KOJI|Kojichuwa Chuli|Kojichwa Chuli|6439|Kanti Himal (NNW of Kanti Himal peak on Tibetan border)|Y|82.6436111|29.8655556|82° 38′ 37.00000″ E|29° 51′ 56.00000″ N|MoTCA: (29° 51′ 56.00000″ N, 82° 38′ 37.00000″ E)|KANTI
CHIV|Chhiv Himal|Chhib Himal|6650|Damodar Himal (SW of Saribang and WSW of Bhrikuti)|N|84.1598835|28.8736293|84° 09′ 35.58060″ E|28° 52′ 25.06548″ N|"OSM: (28° 52′ 25.06548″ N, 84° 09′ 35.58060″ E)
MoTCA: (28° 52′ 24.00000″ N, 84° 09′ 44.00000″ E)"|DAMODAR
LMOC|Langmoche Ri||6552|Rolwaling Himal (N of Tesi Laptsa)|Y|86.555|27.8672222|86° 33′ 18.00000″ E|27° 52′ 02.00000″ N|MoTCA: (27° 52′ 02.00000″ N, 86° 33′ 18.00000″ E)|ROLWALING
LCHA|Lachama Chuli|Kubi Kangri,Kubi Dongdong|6721|Changla Himal (N of Gorakh Himal on Tibetan border)|Y|82.2005556|30.1363889|82° 12′ 02.00000″ E|30° 08′ 11.00000″ N|MoTCA: (30° 08′ 11.00000″ N, 82° 12′ 02.00000″ E)|CHANGLA
PAN1|Panpoche 1|Pang Phunch 1,Kutang,Pung Gyen,Manaslu,Kutang Himal|6620|Manaslu Himal (NE of Sama village near Tibetan border)|N|84.5597284|28.5499829|84° 33′ 35.02224″ E|28° 32′ 59.93844″ N|"OSM: (28° 32′ 59.93844″ N, 84° 33′ 35.02224″ E)
MoTCA: (28° 37′ 44.00000″ N, 84° 41′ 02.00000″ E)"|MANASLU
PAN2|Panpoche 2|Pang Phunch 2|6504|Manaslu Himal (NE of Sama village near Tibetan border)|Y|84.6875|28.6141667|84° 41′ 15.00000″ E|28° 36′ 51.00000″ N|MoTCA: (28° 36′ 51.00000″ N, 84° 41′ 15.00000″ E)|KUTANG
PHOL|Phole||6645|Kangchenjunga Himal (W of Kumbhakarna and Sobitongie)|Y|88.01|27.6858333|88° 00′ 36.00000″ E|27° 41′ 09.00000″ N|MoTCA: (27° 41′ 09.00000″ N, 88° 00′ 36.00000″ E)|KUMBHAKARNA
PHUK|Phu Kang|Phu Khang|6694|Peri Himal (N of Cheo Himal on Tibetan border)|Y|84.4491667|28.7933333|84° 26′ 57.00000″ E|28° 47′ 36.00000″ N|MoTCA: (28° 47′ 36.00000″ N, 84° 26′ 57.00000″ E)|PERI
LNGK|Langchung Khang|Langpo Chung|6786|Jongsang Himal (NW of Langpo on Indian border)|Y|88.1813889|27.8561111|88° 10′ 53.00000″ E|27° 51′ 22.00000″ N|MoTCA: (27° 51′ 22.00000″ N, 88° 10′ 53.00000″ E)|NORTHERN
PK04|Peak 4|Sherson,Peak 3,Shershon Ri|6736|Khumbu Himal (SE of Baruntse)|Y|87.1288889|27.8338889|87° 07′ 44.00000″ E|27° 50′ 02.00000″ N|MoTCA: (27° 50′ 02.00000″ N, 87° 07′ 44.00000″ E)|MAKALU
NAM2|Nampa II||6585|Api Himal (W of Nampa)|Y|80.9597222|30.0127778|80° 57′ 35.00000″ E|30° 00′ 46.00000″ N|MoTCA: (30° 00′ 46.00000″ N, 80° 57′ 35.00000″ E)|YOKAPAHAR
NAM3|Nampa III|Nampa Chuli|6611|Api Himal (SE of Nampa)|Y|81.0169444|29.9808333|81° 01′ 01.00000″ E|29° 58′ 51.00000″ N|MoTCA: (29° 58′ 51.00000″ N, 81° 01′ 01.00000″ E)|YOKAPAHAR
NAMS|Nampa South||6130|Api Himal (S of Nampa, W of Nampa Chuli)|Y|80.9966667|29.9858333|80° 59′ 48.00000″ E|29° 59′ 09.00000″ N|MoTCA: (29° 59′ 09.00000″ N, 80° 59′ 48.00000″ E)|YOKAPAHAR
SOBI|Sobithongie|Sobitongie|6652|Kangchenjunga Himal (W of Kumbhakarna)|Y|88.0280556|27.6855556|88° 01′ 41.00000″ E|27° 41′ 08.00000″ N|MoTCA: (27° 41′ 08.00000″ N, 88° 01′ 41.00000″ E)|KUMBHAKARNA
SHER|Shershon|Sherson,Peak 3|6432|Makalu Himal (NE of Shershon village on Tibetan border)|Y|87.1288889|27.8338889|87° 07′ 44.00000″ E|27° 50′ 02.00000″ N|MoTCA: (27° 50′ 02.00000″ N, 87° 07′ 44.00000″ E)|MAKALU
SWAK|Swaksa Kang||6405|Kanti Himal (SE of Kanti Himal peak on Tibetan border)|Y|82.8583333|29.6863889|82° 51′ 30.00000″ E|29° 41′ 11.00000″ N|MoTCA: (29° 41′ 11.00000″ N, 82° 51′ 30.00000″ E)|PALCHUNGHAMGA
TILJ|Tilje||6530|Peri Himal (SE of Gyajikang)|Y|84.3952778|28.7102778|84° 23′ 43.00000″ E|28° 42′ 37.00000″ N|MoTCA: (28° 42′ 37.00000″ N, 84° 23′ 43.00000″ E)|PERI
TSAR|Tsartse||6343|Mukut Himal (N of Dhampus Peak)|Y|83.6486111|28.8613889|83° 38′ 55.00000″ E|28° 51′ 41.00000″ N|MoTCA: (28° 51′ 41.00000″ N, 83° 38′ 55.00000″ E)|DHAULAGIRI
YAKA|Yakawa Kang||6482|Damodar Himal (N of Thorong La)|N|83.9419335|28.8089011|83° 56′ 30.96060″ E|28° 48′ 32.04396″ N|"OSM: (28° 48′ 32.04396″ N, 83° 56′ 30.96060″ E)
MoTCA: (28° 48′ 31.00000″ N, 83° 56′ 40.00000″ E)"|DAMODAR
YAUP|Yaupa||6422|Makalu Himal (NE of Shershon village on Tibetan border)|Y|87.1430556|27.8369444|87° 08′ 35.00000″ E|27° 50′ 13.00000″ N|MoTCA: (27° 50′ 13.00000″ N, 87° 08′ 35.00000″ E)|MAKALU
TILK|Til Kang||6369|Nalakankar Himal (on W Nepal/Tibetan border)|Y|81.4144444|30.27|81° 24′ 52.00000″ E|30° 16′ 12.00000″ N|MoTCA: (30° 16′ 12.00000″ N, 81° 24′ 52.00000″ E)|NALAKANKAR
YOKO|Yokopahar|Yoko Pahar,Nampa VIII|6423|Guras Himal (NNE of Nampa towards Tibetan border)|Y|81.04|30.015|81° 02′ 24.00000″ E|30° 00′ 54.00000″ N|MoTCA: (30° 00′ 54.00000″ N, 81° 02′ 24.00000″ E)|YOKAPAHAR
SALW|Saldim West|Yaphu Ri,Peak 5,Saldim Ri|6388|Makalu Himal (ENE of Shershon village on Tibetan border)|Y|87.1591667|27.8241667|87° 09′ 33.00000″ E|27° 49′ 27.00000″ N|MoTCA: (27° 49′ 27.00000″ N, 87° 09′ 33.00000″ E)|MAKALU
SAMD|Samdo|Samdo Peak|6335|Manaslu Himal (NNE of Panpoche 1 & 2 on Tibetan border)|N|84.6464476|28.670341|84° 38′ 47.21136″ E|28° 40′ 13.22760″ N|"OSM: (28° 40′ 13.22760″ N, 84° 38′ 47.21136″ E)
MoTCA: (28° 38′ 10.00000″ N, 84° 41′ 50.00000″ E)"|KUTANG
PURK|Purkhung|Purkung,Purkhang|6126|Damodar Himal (NE of Thorong La)|N|83.9824071|28.8279631|83° 58′ 56.66556″ E|28° 49′ 40.66716″ N|"OSM: (28° 49′ 40.66716″ N, 83° 58′ 56.66556″ E)
MoTCA: (28° 48′ 53.00000″ N, 83° 59′ 34.00000″ E)"|DAMODAR
DZAS|Dzasampatse||6295|Khumbu Himal (S of Pasang Lhamu Chuli)|||||||KHUMBU
SWEL|Swelokhan||6180|Manaslu Himal (N of Samdo village on Tibetan border)|Y|84.6463889|28.725|84° 38′ 47.00000″ E|28° 43′ 30.00000″ N|MoTCA: (28° 43′ 30.00000″ N, 84° 38′ 47.00000″ E)|KUTANG
MUPK|Mustang Peak|Mustang Himal|6229|Mustang Himal (S of Mustang Himal peak on Tibetan border)|Y|83.81|29.2861111|83° 48′ 36.00000″ E|29° 17′ 10.00000″ N|MoTCA: (29° 17′ 10.00000″ N, 83° 48′ 36.00000″ E)|MUSTANG
JING|Jinjang|Jijang,Genjang,Gajang|6111|Damodar Himal (E of Thorong La)|N|84.032194|28.7849|84° 01′ 55.89840″ E|28° 47′ 05.64000″ N|"OSM: (28° 47′ 05.64000″ N, 84° 01′ 55.89840″ E)
MoTCA: (28° 47′ 03.00000″ N, 84° 02′ 05.00000″ E)"|DAMODAR
JOBO|Jobo Rinjang|Jobo Ribjang|6778|Rolwaling Himal (SW of Nangpa La near Tibetan border)|N|86.5664238|28.0434251|86° 33′ 59.12568″ E|28° 02′ 36.33036″ N|"OSM: (28° 02′ 36.33036″ N, 86° 33′ 59.12568″ E)
MoTCA: (28° 03′ 58.00000″ N, 86° 33′ 55.00000″ E)"|ROLWALING
KYAB|Kyabura|Temachungi,Ghabur|6294|Kangchenjunga Himal (W of Kumbhakarna, Sobitongie and Phole)|Y|88.0241667|27.8963889|88° 01′ 27.00000″ E|27° 53′ 47.00000″ N|MoTCA: (27° 53′ 47.00000″ N, 88° 01′ 27.00000″ E)|JANAK
KUML|Kumlung|Kang Kuru,Kang Kuru?|6355|Damodar Himal (NE of Saribung and W of Bhrikuti)|Y|84.1861111|28.9013889|84° 11′ 10.00000″ E|28° 54′ 05.00000″ N|MoTCA: (28° 54′ 05.00000″ N, 84° 11′ 10.00000″ E)|DAMODAR
DGAR|Dhaulagari|Dhaulasiri|6638|Raksha Urai Himal (E of Bobaye, S of Raksha Urai)|Y|81.1213889|29.95|81° 07′ 17.00000″ E|29° 57′ 00.00000″ N|MoTCA: (29° 57′ 00.00000″ N, 81° 07′ 17.00000″ E)|YOKAPAHAR
LHAY|Lhayul Peak||6395|Api Himal (SW of Api Main)|Y|80.8688889|29.9761111|80° 52′ 08.00000″ E|29° 58′ 34.00000″ N|MoTCA: (29° 58′ 34.00000″ N, 80° 52′ 08.00000″ E)|YOKAPAHAR
MERR|Merra||6334|Kangchenjunga Himal (WNW of Anidesh Chuli)|Y|88.0197222|27.7408333|88° 01′ 11.00000″ E|27° 44′ 27.00000″ N|MoTCA: (27° 44′ 27.00000″ N, 88° 01′ 11.00000″ E)|NORTHERN
PBUK|Pabuk Kang|Kangata,Pabuk Khang|6244|Ohmi Kangri Himal (E of Nangamari I on Tibetan border)|Y|87.8905556|27.91|87° 53′ 26.00000″ E|27° 54′ 36.00000″ N|MoTCA: (27° 54′ 36.00000″ N, 87° 53′ 26.00000″ E)|JANAK
YANK|Yanme Kang|Yanme Khang|6206|Ohmi Kangri Himal (NW of Nangamari on Tibetan border)|Y|87.8497222|27.9461111|87° 50′ 59.00000″ E|27° 56′ 46.00000″ N|MoTCA: (27° 56′ 46.00000″ N, 87° 50′ 59.00000″ E)|JANAK
DANS|Danphe Shail|Danfe Shail|6103|Palchung Himal (N of Kanjiroba on Tibetan border)|Y|83.0102778|29.6725|83° 00′ 37.00000″ E|29° 40′ 21.00000″ N|MoTCA: (29° 40′ 21.00000″ N, 83° 00′ 37.00000″ E)|PALCHUNGHAMGA
GAN7|Ganesh VII|Yangra,Ganesh I|6350|Ganesh Himal (E of Ganesh I in Tibet)|N|85.1867974|28.3916458|85° 11′ 12.47064″ E|28° 23′ 29.92488″ N|"OSM: (28° 23′ 29.92488″ N, 85° 11′ 12.47064″ E)
MoTCA: (28° 23′ 30.00000″ N, 85° 07′ 44.00000″ E)"|GANESH
PHAR|Pharilapcha|Phari Lapcha|6017|Khumbu Himal (SW of Gokyo Lake)|Y|86.6836111|27.9291667|86° 41′ 01.00000″ E|27° 55′ 45.00000″ N|MoTCA: (27° 55′ 45.00000″ N, 86° 41′ 01.00000″ E)|KHUMBU
THOR|Thorong Peak|Thorung Peak|6144|Muktinath Himal, south of Thorong La|N|83.9268777|28.7819689|83° 55′ 36.75972″ E|28° 46′ 55.08804″ N|"OSM: (28° 46′ 55.08804″ N, 83° 55′ 36.75972″ E)
MoTCA: (28° 46′ 57.00000″ N, 83° 55′ 48.00000″ E)"|DAMODAR
CHKA|Chamar Kang|Chharka,Kangtega,Khangtega|6060|Mukut Himal (NW of Tsharka village, SE of Tingkyu village)|Y|86.8194444|27.7925|86° 49′ 10.00000″ E|27° 47′ 33.00000″ N|MoTCA: (27° 47′ 33.00000″ N, 86° 49′ 10.00000″ E)|BARUN
NUPK|Nupche Kang|Nupche Himal,Friendship Peak|6576|Khumbu Himal (ESE of Nangpa La on Tibetan border)|Y|86.605|28.1013889|86° 36′ 18.00000″ E|28° 06′ 05.00000″ N|MoTCA: (28° 06′ 05.00000″ N, 86° 36′ 18.00000″ E)|KHUMBU
PUCH|Punchen Himal|Puchen Himal|6049|Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border)|Y|85.1483333|28.6608333|85° 08′ 54.00000″ E|28° 39′ 39.00000″ N|MoTCA: (28° 39′ 39.00000″ N, 85° 08′ 54.00000″ E)|GANESH
KAKU|Kang Kuru||6344|Mustang Himal (NNE of Tsartse, WSW of Ghami village)|Y|84.1861111|28.9013889|84° 11′ 10.00000″ E|28° 54′ 05.00000″ N|MoTCA: (28° 54′ 05.00000″ N, 84° 11′ 10.00000″ E)|DAMODAR
AMPM|Amphu Middle|Amphu I,Amphu North|6202|Khumbu Himal (NE of Amphu Laptsa)|Y|86.9555556|27.8702778|86° 57′ 20.00000″ E|27° 52′ 13.00000″ N|MoTCA: (27° 52′ 13.00000″ N, 86° 57′ 20.00000″ E)|BARUN
LUGU|Lugula||6899|Damodar Himal (E of Bhrikuti Sail on Tibetan border)|Y|84.2616667|28.8961111|84° 15′ 42.00000″ E|28° 53′ 46.00000″ N|MoTCA: (28° 53′ 46.00000″ N, 84° 15′ 42.00000″ E)|DAMODAR
BHRS|Bhrikuti Shail||6361|Damodar Himal (NE of Thorong La on Tibetan border)|Y|84.2283333|28.8938889|84° 13′ 42.00000″ E|28° 53′ 38.00000″ N|MoTCA: (28° 53′ 38.00000″ N, 84° 13′ 42.00000″ E)|DAMODAR
MYAG|Myagdi Matha||6273|Dhaulagiri Himal (S of Dhaulagiri IV)|||||||DHAULAGIRI
TOBS|Tobsar|Tabsar,Tobsar Peak|6065|Shringi Himal (ENE of Chamar)|Y|85.0594444|28.5805556|85° 03′ 34.00000″ E|28° 34′ 50.00000″ N|MoTCA: (28° 34′ 50.00000″ N, 85° 03′ 34.00000″ E)|SERANG
DINS|Dingjung Ri|Dingjung Ri South|6196|Rolwaling Himal (S of Pangbuk Ri on Tibetan border)|Y|86.5227778|27.9744444|86° 31′ 22.00000″ E|27° 58′ 28.00000″ N|MoTCA: (27° 58′ 28.00000″ N, 86° 31′ 22.00000″ E)|ROLWALING
DUDH|Dudh Kundali|Dui Tal Chuli,Two Lakes Peak|6045|Jagdula Lekh (S of Kanjiroba Himal)|Y|82.5455556|29.2238889|82° 32′ 44.00000″ E|29° 13′ 26.00000″ N|MoTCA: (29° 13′ 26.00000″ N, 82° 32′ 44.00000″ E)|KANJIROBA
KAGA|Kanta Gaton|Kangfu Gaton,Kangfu Gaton Kanta Gaton|5910|Kanjiroba Himal (SE of Phoksumdo Tal)|Y|82.9958333|29.1033333|82° 59′ 45.00000″ E|29° 06′ 12.00000″ N|MoTCA: (29° 06′ 12.00000″ N, 82° 59′ 45.00000″ E)|DOLPO
KAPT|Kaptang||5965|Kanti Himal (NW of Kanti Himal peak on Tibetan border)|Y|82.5736111|29.9269444|82° 34′ 25.00000″ E|29° 55′ 37.00000″ N|MoTCA: (29° 55′ 37.00000″ N, 82° 34′ 25.00000″ E)|KANTI
ROMA|Roma||5407|Saipal Himal (SW of Saipal)|||||||SAIPAL
RIPI|Ripimo Shar|Kang Karpo,Khang Karpo|6647|Rolwaling Himal (S of Dingjung Ri on Tibetan border)|Y|86.5180556|27.8730556|86° 31′ 05.00000″ E|27° 52′ 23.00000″ N|MoTCA: (27° 52′ 23.00000″ N, 86° 31′ 05.00000″ E)|ROLWALING
TSIS|Tsisima|MDM Peak,Chijima|6196|Janak Himal (WSW of Janak Chuli)|Y|88.0405556|27.8630556|88° 02′ 26.00000″ E|27° 51′ 47.00000″ N|MoTCA: (27° 51′ 47.00000″ N, 88° 02′ 26.00000″ E)|JANAK
TAWA|Tawa||6110|Damodar Himal (NNE of Yakawa Kang)|||||||DAMODAR
URMA|Urkema|Urgyenma,Urkema Peak,Baden Powell Scout Peak|5890|Langtang Himal (W of Ganja La)|Y|85.5125|28.1527778|85° 30′ 45.00000″ E|28° 09′ 10.00000″ N|MoTCA: (28° 09′ 10.00000″ N, 85° 30′ 45.00000″ E)|JUGAL
MPNW|Manapathi NW|Manapathi|6384|Dhaulagiri Himal (SSW of Dhaulagiri I, NW of Manapathi)|Y|83.4588889|28.6455556|83° 27′ 32.00000″ E|28° 38′ 44.00000″ N|MoTCA: (28° 38′ 44.00000″ N, 83° 27′ 32.00000″ E)|DHAULAGIRI
LUNR|Lunag Ri|Rongshar Ri I,Ondrej Peak,Lunag I|6895|Rolwaling Himal (SW of Nangpa La on Tibetan border)|N|86.5500784|28.0535945|86° 33′ 00.28224″ E|28° 03′ 12.94020″ N|"OSM: (28° 03′ 12.94020″ N, 86° 33′ 00.28224″ E)
MoTCA: (28° 03′ 02.00000″ N, 86° 33′ 04.00000″ E)"|ROLWALING
JASG|Jasemba Goth|Jasemba Go,Dzasampa Kang|6730|Khumbu Himal (NW of Pasang Lhamu Chuli)|Y|86.605|28.0872222|86° 36′ 18.00000″ E|28° 05′ 14.00000″ N|MoTCA: (28° 05′ 14.00000″ N, 86° 36′ 18.00000″ E)|KHUMBU
GOJN|Gojung|Mugu Chuli|6310|Kanti Himal (WNW of Kanti Himal peak on Tibetan border)|||||||KANTI
NAN2|Nangamari II||6209|Ohmi Kangri Himal (S of Nangamari I)|Y|87.8672222|27.8913889|87° 52′ 02.00000″ E|27° 53′ 29.00000″ N|MoTCA: (27° 53′ 29.00000″ N, 87° 52′ 02.00000″ E)|JANAK
DRAG|Dragmorpa Ri|Panaya Tippa,Dragmarpo Ri,Pagmorpo,Thakmarpo Ri|6185|Langtang Himal (SW of Tilman's Col on Tibetan border)|N|85.6621689|28.3259399|85° 39′ 43.80804″ E|28° 19′ 33.38364″ N|"OSM: (28° 19′ 33.38364″ N, 85° 39′ 43.80804″ E)
MoTCA: (28° 19′ 31.00000″ N, 85° 39′ 51.00000″ E)"|LANGTANG
SYKG|Syaokang|Suyao Kang|5929|Ohmi Kangri Himal (SW of Ohmi Kangri near Tibetan border)|Y|87.8961111|27.8825|87° 53′ 46.00000″ E|27° 52′ 57.00000″ N|MoTCA: (27° 52′ 57.00000″ N, 87° 53′ 46.00000″ E)|JANAK
BIJO|Bijora Hiunchuli|Bijora Hiun Chuli|6111|Jagdula Lekh (S of Kande Huinchuli)|Y|82.5308333|29.2919444|82° 31′ 51.00000″ E|29° 17′ 31.00000″ N|MoTCA: (29° 17′ 31.00000″ N, 82° 31′ 51.00000″ E)|KANJIROBA
CHUB|Chhuboche|Chhuboche Peak|5606|Damodar Himal (NNE of Pisang Peak)|Y|84.2183333|28.7516667|84° 13′ 06.00000″ E|28° 45′ 06.00000″ N|MoTCA: (28° 45′ 06.00000″ N, 84° 13′ 06.00000″ E)|DAMODAR
LUNW|Lunag West||6492|Rolwaling Himal (W of Lunag I on Tibetan border)|||||||ROLWALING
DOMO|Domo|Jongsang SE Peak,Jongsang Peak|7447|Jongsang Himal (SE of Jongsong on Indian border)|Y|88.1380556|27.8811111|88° 08′ 17.00000″ E|27° 52′ 52.00000″ N|MoTCA: (27° 52′ 52.00000″ N, 88° 08′ 17.00000″ E)|JANAK
LUN2|Lunag II||6812|Rolwaling Himal (SW of Nangpa La near Tibetan border)|||||||ROLWALING
TRIA|Triangle Peak|Triangle|6484|Jugal Himal (NNW of Dome Blanc on Tibetan border)|N|85.7414742|28.2724873|85° 44′ 29.30712″ E|28° 16′ 20.95428″ N|OSM: (28° 16′ 20.95428″ N, 85° 44′ 29.30712″ E)|JUGAL
KASI|Kasi Dalpha||6386|Jagdula Lekh (S of Kande Huinchuli)|Y|82.5547222|29.2830556|82° 33′ 17.00000″ E|29° 16′ 59.00000″ N|MoTCA: (29° 16′ 59.00000″ N, 82° 33′ 17.00000″ E)|KANJIROBA
NPHU|Narphu|Nar Phu|5921|Damodar Himal (WNW of Pisang Peak, E of Chulu East Peak)|Y|84.1238889|28.7169444|84° 07′ 26.00000″ E|28° 43′ 01.00000″ N|MoTCA: (28° 43′ 01.00000″ N, 84° 07′ 26.00000″ E)|DAMODAR
POTA|Pota Himal North|Peak Hawley,Pota North|6182|Dhaulagiri Himal (NE of Putha Hiunchuli)|Y|83.1975|28.7758333|83° 11′ 51.00000″ E|28° 46′ 33.00000″ N|MoTCA: (28° 46′ 33.00000″ N, 83° 11′ 51.00000″ E)|DHAULAGIRI
PANN|Pangbuk North|Jobo LeCoultre,Pangbuk Ri|6478|Rolwaling Himal (NE of Pangbuk Ri on Tibetan border)|Y|86.5222222|28.0052778|86° 31′ 20.00000″ E|28° 00′ 19.00000″ N|MoTCA: (28° 00′ 19.00000″ N, 86° 31′ 20.00000″ E)|ROLWALING
MUST|Mustang Himal||6195|Mustang Himal (S of Mansail on Tibetan border)|Y|83.81|29.2861111|83° 48′ 36.00000″ E|29° 17′ 10.00000″ N|MoTCA: (29° 17′ 10.00000″ N, 83° 48′ 36.00000″ E)|MUSTANG
MNSL|Mansail|Manshail|6235|Mustang Himal (NW of Lo Manthang on Tibetan border)|Y|83.3019444|29.3019444|83° 18′ 07.00000″ E|29° 18′ 07.00000″ N|MoTCA: (29° 18′ 07.00000″ N, 83° 18′ 07.00000″ E)|GAUTAM
CPHU|Chhochenphu Himal||6260|Ohmi Kangri Himal (SW of Pabuk Kang near Tibetan border)|Y|87.7644444|27.8319444|87° 45′ 52.00000″ E|27° 49′ 55.00000″ N|MoTCA: (27° 49′ 55.00000″ N, 87° 45′ 52.00000″ E)|UMBAK
TANK|Tankya I||6305|Kanti Himal (NE of Mariyang on Tibetan border)|Y|82.9169444|29.7061111|82° 55′ 01.00000″ E|29° 42′ 22.00000″ N|MoTCA: (29° 42′ 22.00000″ N, 82° 55′ 01.00000″ E)|PALCHUNGHAMGA
GORK|Gorakh Khang||6254|Gorakh Khang (ENE of Simikot on Tibetan border)|Y|82.3375|30.0441667|82° 20′ 15.00000″ E|30° 02′ 39.00000″ N|MoTCA: (30° 02′ 39.00000″ N, 82° 20′ 15.00000″ E)|GORAKH
RAUN|Raungsiyar||6224|Rolwaling Himal (N of Pimu)|Y|86.5594444|27.9077778|86° 33′ 34.00000″ E|27° 54′ 28.00000″ N|MoTCA: (27° 54′ 28.00000″ N, 86° 33′ 34.00000″ E)|ROLWALING
LDAK|Langdak||6220|Rolwaling Himal (N of Raungsiyar and Pimu)|Y|86.5636111|27.9169444|86° 33′ 49.00000″ E|27° 55′ 01.00000″ N|MoTCA: (27° 55′ 01.00000″ N, 86° 33′ 49.00000″ E)|ROLWALING
TKRE|Takargo East|Thakar Go East,Takargo,Dragker-go East|6152|Rolwaling Himal (ESE of Takargo)|Y|86.5116667|27.8747222|86° 30′ 42.00000″ E|27° 52′ 29.00000″ N|MoTCA: (27° 52′ 29.00000″ N, 86° 30′ 42.00000″ E)|ROLWALING
OMIT|Omitso Go|Omi Tso Go|6332|Rolwaling Himal (NE of Kang Nachugo on Tibetan border)|Y|86.4580556|27.9152778|86° 27′ 29.00000″ E|27° 54′ 55.00000″ N|MoTCA: (27° 54′ 55.00000″ N, 86° 27′ 29.00000″ E)|ROLWALING
CBAM|Chhopa Bamare|Chomo Pamari|6109|Rolwaling Himal (NW of Lamabagar on Tibetan border)|Y|86.0919444|28.0572222|86° 05′ 31.00000″ E|28° 03′ 26.00000″ N|MoTCA: (28° 03′ 26.00000″ N, 86° 05′ 31.00000″ E)|PAMARI
YALW|Yalung Kang West|Yalung Khang West|8077|Kangchenjunga Himal (W summit of Yalung Kang)|Y|88.1255556|27.7061111|88° 07′ 32.00000″ E|27° 42′ 22.00000″ N|MoTCA: (27° 42′ 22.00000″ N, 88° 07′ 32.00000″ E)|NORTHERN
KANN|Kangchenjunga North|Kanchenjunga,Kanchenjunga North,Kangchenjunga|7938|Kangchenjunga Himal (small knob north of Main summit)|N|88.1483408|27.7026008|88° 08′ 54.02688″ E|27° 42′ 09.36288″ N|"OSM: (27° 42′ 09.36288″ N, 88° 08′ 54.02688″ E)
MoTCA: (27° 42′ 39.00000″ N, 88° 09′ 16.00000″ E)"|NORTHERN
KBNE|Kangbachen East|Kangbachen,Kambachen East|7780|Kangchenjunga Himal (plateau SE of Kangbachen?)|Y|88.1127778|27.7163889|88° 06′ 46.00000″ E|27° 42′ 59.00000″ N|MoTCA: (27° 42′ 59.00000″ N, 88° 06′ 46.00000″ E)|NORTHERN
